Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Haiku,Originality,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,-13.348225112828748
Haiku,Originality,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,22.7517777657441
Haiku,Originality,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,79.55252087992176
Haiku,Originality,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,17.12379811059648
Haiku,Originality,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,10.205566675398083
Haiku,Originality,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,28.14411224096415
Haiku,Originality,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-69.59684894493869
Haiku,Originality,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,47.96318303240481
Haiku,Originality,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-21.188691660012324
Haiku,Originality,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,46.80306653568692
Haiku,Originality,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,36.093537560870004
Haiku,Originality,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,43.99232103102701
Haiku,Originality,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,8.105572105854018
Haiku,Originality,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,-16.033514669048632
Haiku,Originality,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,-5.490522946609671
Haiku,Originality,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,115.05300859662918
Haiku,Originality,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-21.78308555942208
Haiku,Originality,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,16.10751326378251
Haiku,Originality,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,4.532336458821331
Haiku,Originality,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,11.715964025193498
Haiku,Originality,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,76.05352026754085
Haiku,Originality,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,2.61528307059657
Haiku,Originality,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,58.85918666160638
Haiku,Originality,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,6.163759387326692
Haiku,Originality,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,1.2987410122736207
Haiku,Originality,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,24.87218306076233
Haiku,Originality,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,22.87688243725803
Haiku,Originality,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,5.338663969589635
Haiku,Originality,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,30.28714467092279
Haiku,Originality,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,-6.3021873531852215
Haiku,Originality,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,29.04573341240268
Haiku,Originality,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,13.279739692549173
Haiku,Originality,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,23.20879502993248
Haiku,Originality,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,88.19230215170897
Haiku,Originality,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,19.52610360670094
Haiku,Originality,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,34.10611766674189
Haiku,Originality,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,19.06601909683571
Haiku,Originality,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,-26.885517249039907
Haiku,Originality,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,10.411111651183605
Haiku,Originality,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-2.2987180682992414
Haiku,Originality,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,-0.5337365139150145
Haiku,Originality,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,91.11840625843898
Haiku,Originality,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-10.607421109978414
Haiku,Originality,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-19.921252292381194
Haiku,Originality,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,-1.1138085392059582
Haiku,Originality,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,2.834309586433734
Haiku,Originality,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,70.38086840411773
Haiku,Originality,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,-4.707157249054376
Haiku,Originality,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-268.83023311981583
Haiku,Originality,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,25.193679107170617
Haiku,Originality,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,-16.91678769587585
Haiku,Originality,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-148.7480563531881
Haiku,Originality,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,12.603919416728687
Haiku,Originality,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,-28.68567960996605
Haiku,Originality,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,22.23074834317985
Haiku,Originality,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,-13.991823747964888
Haiku,Originality,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,37.80814211548696
Haiku,Originality,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,6.425222240890362
Haiku,Originality,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,49.625625522796646
Haiku,Originality,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,1.5655358278108606
Haiku,Originality,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,7.339235894205962
Haiku,Originality,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,117.25855642290222
Haiku,Originality,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,3.036963056367861
Haiku,Originality,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,2.0822299823369517
Haiku,Originality,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,21.491039322351952
Haiku,Originality,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,19.47092678909167
Haiku,Originality,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,-15.302552747618906
Haiku,Originality,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,66.54497731863673
Haiku,Originality,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,24.1656588492813
Haiku,Originality,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,4.94241511386286
Haiku,Originality,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,3.6468398721955224
Haiku,Originality,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,50.19330672736567
Haiku,Originality,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,54.73135270412437
Haiku,Originality,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,124.76731733879463
Haiku,Originality,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,10.994319691067536
Haiku,Originality,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,51.023621982412635
Haiku,Originality,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,214.17205226423306
Haiku,Originality,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,71.54975602372507
Haiku,Originality,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,253.3272297903948
Haiku,Originality,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,43.30890194603074
Haiku,Originality,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,51.00749690532983
Haiku,Originality,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,22.43126632954844
Haiku,Originality,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,26.40417555557985
Haiku,Originality,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-132.92522727374276
Haiku,Originality,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,16.824938170352418
Haiku,Vivid_Imagery,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,265.3427286928912
Haiku,Vivid_Imagery,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,327.26079723223756
Haiku,Vivid_Imagery,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-97.81192129722406
Haiku,Vivid_Imagery,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,491.5503996937478
Haiku,Vivid_Imagery,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,145.47258542348692
Haiku,Vivid_Imagery,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,75.44378430020429
Haiku,Vivid_Imagery,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,176.40922162899156
Haiku,Vivid_Imagery,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,10.752454043710072
Haiku,Vivid_Imagery,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,200.10933283677693
Haiku,Vivid_Imagery,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,41.62451183257365
Haiku,Vivid_Imagery,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,105.96068501603509
Haiku,Vivid_Imagery,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,100.61666086715768
Haiku,Vivid_Imagery,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,217.77955795127346
Haiku,Vivid_Imagery,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,364.1111089826955
Haiku,Vivid_Imagery,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,-10.597804950176133
Haiku,Vivid_Imagery,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,288.19528016162036
Haiku,Vivid_Imagery,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,67.13285794082978
Haiku,Vivid_Imagery,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,161.24529546963032
Haiku,Vivid_Imagery,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,217.36123599298315
Haiku,Vivid_Imagery,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,395.8436109156106
Haiku,Vivid_Imagery,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,71.16723850725278
Haiku,Vivid_Imagery,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,60.790590182087506
Haiku,Vivid_Imagery,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,268.7241887787635
Haiku,Vivid_Imagery,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-41.87179072454381
Haiku,Vivid_Imagery,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,210.85576880956194
Haiku,Vivid_Imagery,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,21.0275614450309
Haiku,Vivid_Imagery,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-21.735882353593937
Haiku,Vivid_Imagery,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-21.26240087256365
Haiku,Vivid_Imagery,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,76.88175554489855
Haiku,Vivid_Imagery,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,166.8306571309257
Haiku,Vivid_Imagery,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,175.4345561396938
Haiku,Vivid_Imagery,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,148.02604121756488
Haiku,Vivid_Imagery,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,206.15608668327968
Haiku,Vivid_Imagery,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,173.53472504837706
Haiku,Vivid_Imagery,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,390.2042305303462
Haiku,Vivid_Imagery,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,517.8141597458496
Haiku,Vivid_Imagery,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,349.1854540335351
Haiku,Vivid_Imagery,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,304.57345316002665
Haiku,Vivid_Imagery,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,299.48382315483826
Haiku,Vivid_Imagery,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,196.64440084486748
Haiku,Vivid_Imagery,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,291.07384750066836
Haiku,Vivid_Imagery,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,224.87469514773392
Haiku,Vivid_Imagery,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,292.4044658114376
Haiku,Vivid_Imagery,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,215.53734015503042
Haiku,Vivid_Imagery,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,444.31041132644674
Haiku,Vivid_Imagery,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,217.6064448486972
Haiku,Vivid_Imagery,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,358.91643761502127
Haiku,Vivid_Imagery,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,171.19088842423815
Haiku,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-57.208466485686415
Haiku,Vivid_Imagery,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,79.56569835222234
Haiku,Vivid_Imagery,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,1.3176040758103453
Haiku,Vivid_Imagery,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,253.11457610083153
Haiku,Vivid_Imagery,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,57.81809013781472
Haiku,Vivid_Imagery,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,74.39404112528267
Haiku,Vivid_Imagery,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,43.869738081203
Haiku,Vivid_Imagery,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,100.14379474180846
Haiku,Vivid_Imagery,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,235.59039467661
Haiku,Vivid_Imagery,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,58.068888296042985
Haiku,Vivid_Imagery,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,215.40142894213895
Haiku,Vivid_Imagery,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,89.736277150809
Haiku,Vivid_Imagery,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,132.917394532082
Haiku,Vivid_Imagery,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,224.6893205868854
Haiku,Vivid_Imagery,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,56.87231065660011
Haiku,Vivid_Imagery,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,92.83386636582776
Haiku,Vivid_Imagery,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,86.44016736677506
Haiku,Vivid_Imagery,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,219.84621202360643
Haiku,Vivid_Imagery,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,214.43938926565303
Haiku,Vivid_Imagery,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,167.11570302594572
Haiku,Vivid_Imagery,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,114.3591068256145
Haiku,Vivid_Imagery,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,113.2767112698603
Haiku,Vivid_Imagery,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,169.70658063654378
Haiku,Vivid_Imagery,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,146.2447586417908
Haiku,Vivid_Imagery,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,42.2731985728876
Haiku,Vivid_Imagery,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,196.92369299075193
Haiku,Vivid_Imagery,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,314.26567777950277
Haiku,Vivid_Imagery,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,116.59508120381558
Haiku,Vivid_Imagery,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,283.54821973031466
Haiku,Vivid_Imagery,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,340.1391918996747
Haiku,Vivid_Imagery,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,293.69856018455323
Haiku,Vivid_Imagery,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,221.6123114922979
Haiku,Vivid_Imagery,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,250.9695740698956
Haiku,Vivid_Imagery,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,117.2018988243601
Haiku,Vivid_Imagery,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,94.67083279267543
Haiku,Vivid_Imagery,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,280.1289905690887
Haiku,Vivid_Imagery,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,323.38364872316885
Haiku,Vivid_Imagery,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,273.9556637009975
Haiku,Vivid_Imagery,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,141.7258589086843
Haiku,Vivid_Imagery,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,105.0867047971649
Haiku,Vivid_Imagery,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,203.19079869700377
Haiku,Vivid_Imagery,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,347.1524440452402
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,4.426072563735938
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,-2.4911725584675204
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,3.1444771170704238
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.5992550984725644
Senryu,Aesthetic_Appeal,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,2.518725136174002
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,3.7841775803778495
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,4.163312729409422
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,2.620084372772446
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,2.6029424308109115
Senryu,Aesthetic_Appeal,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-0.6717086314969506
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.7292387457209991
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,2.3052664296815344
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.9374988673282441
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,1.2745428393474918
Senryu,Aesthetic_Appeal,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.0927533023978884
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-0.9037529980136807
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,7.226532527187122
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,1.557810631119087
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.7430493066420216
Senryu,Aesthetic_Appeal,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.7515790089510336
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,-3.3407580983326453
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-1.37259896942085
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,-1.2353147910406441
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-1.8955380149734875
Senryu,Aesthetic_Appeal,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.9295402963723914
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,2.4981133889462903
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-0.6521742109898028
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-2.1140762572299945
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,-2.5152461863169697
Senryu,Aesthetic_Appeal,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,1.0515737687575153
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,4.174264461175008
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.7111353795904118
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.4983512645774177
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,17.10907669132799
Senryu,Aesthetic_Appeal,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,9.05474582132727
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,2.5410845448853525
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,12.9232330247979
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,0.9827115614942965
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.8521273997287837
Senryu,Aesthetic_Appeal,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,12.567665758737789
Senryu,Aesthetic_Appeal,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,-2.116002315789998
Senryu,Aesthetic_Appeal,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.37924588488812444
Senryu,Aesthetic_Appeal,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,7.368578333887081
Senryu,Aesthetic_Appeal,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,11.73825517356855
Senryu,Aesthetic_Appeal,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,2.8018558521283965
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,3.9383500284269526
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,3.442515863193485
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,1.1371833428267286
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,5.55765383159444
Senryu,Aesthetic_Appeal,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,-4.017596678465448
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,3.4535879937970537
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-0.35974176458023216
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.7552008534563789
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,2.2529782595608014
Senryu,Aesthetic_Appeal,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,3.2292158020500925
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,2.751961971065752
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,2.0638022953630455
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,1.9070705892980768
